event_id,release_time,M0_elasticnet,M0_gbdt,M0_ols,M1_elasticnet,M1_gbdt,M1_ols,M2_elasticnet,M2_gbdt,M2_ols,M3_elasticnet,M3_gbdt,M3_ols,selected
146,2025-05-02 13:30:00,0.0843094522598952,0.0859192129567932,0.0843094522598952,0.0844345719232913,0.0831051037630035,0.0814953430661055,0.0844345719232913,0.0831051037630035,0.0808254400552328,0.0816204627295016,0.0831051037630035,0.07660674315705,0.0808254400552328
147,2025-05-12 13:31:00,0.0936847613129338,0.0952945220098318,0.0936847613129338,0.0938098809763299,0.092480412816042,0.0908706521191441,0.0938098809763299,0.092480412816042,0.0902007491082714,0.0909957717825402,0.092480412816042,0.0859820522100886,0.0902007491082714
148,2025-05-15 19:00:00,0.0935659002534601,0.0952945220098318,0.0935659002534601,0.0936910199168562,0.092480412816042,0.0907517910596703,0.0936910199168562,0.092480412816042,0.0900818880487977,0.0908769107230665,0.092480412816042,0.0858631911506149,0.0900818880487977
149,2025-06-06 13:30:00,0.0972347489131174,0.0989633706694891,0.0972347489131174,0.0973598685765135,0.0961492614756994,0.0944206397193277,0.0973598685765135,0.0961492614756994,0.093750736708455,0.0945457593827238,0.0961492614756994,0.0895320398102722,0.093750736708455
150,2025-06-10 13:31:00,0.096044062723648,0.0989633706694891,0.0972347489131174,0.0961691823870441,0.0961492614756994,0.0944206397193277,0.0961691823870441,0.0961492614756994,0.093750736708455,0.0933550731932544,0.0961492614756994,0.0907227259997416,0.093750736708455
151,2025-06-20 19:00:00,0.1085681073142487,0.1114874152600898,0.1097587935037181,0.1086932269776448,0.1086733060663001,0.1069446843099284,0.1086932269776448,0.1086733060663001,0.1062747812990557,0.1058791177838551,0.1086733060663001,0.1032467705903423,0.1062747812990557
152,2025-07-04 13:30:00,0.1133255140656985,0.1114874152600898,0.1145162002551679,0.1134506337290946,0.1086733060663001,0.1117020910613782,0.1134506337290946,0.1086733060663001,0.1110321880505055,0.1106365245353049,0.1086733060663001,0.1080041773417921,0.1110321880505055
153,2025-07-14 13:30:00,0.1285654535942955,0.1267273547886868,0.1297561397837649,0.1286905732576916,0.1239132455948971,0.1269420305899752,0.1286905732576916,0.1239132455948971,0.1262721275791025,0.1258764640639019,0.1239132455948971,0.1232441168703891,0.1262721275791025
154,2025-07-17 19:00:00,0.1353559064958047,0.133517807690196,0.1365465926852741,0.1354810261592008,0.1307036984964063,0.1337324834914844,0.1354810261592008,0.1307036984964063,0.1330625804806118,0.1326669169654111,0.1307036984964063,0.1300345697718983,0.1330625804806118
155,2025-08-08 13:30:00,0.1398155700604696,0.1379774712548609,0.141006256249939,0.1399406897238657,0.1351633620610712,0.1381921470561493,0.1399406897238657,0.1351633620610712,0.1375222440452767,0.137126580530076,0.1351633620610712,0.1344942333365632,0.1375222440452767
156,2025-08-13 13:31:00,0.1415415001158133,0.1379774712548609,0.1427321863052827,0.1416666197792094,0.1351633620610712,0.1381921470561493,0.1416666197792094,0.1351633620610712,0.1375222440452767,0.1388525105854197,0.1351633620610712,0.1362201633919069,0.1375222440452767
157,2025-09-05 13:30:00,0.1424003393236705,0.1388363104627181,0.1435910255131399,0.1425254589870666,0.1360222012689284,0.1390509862640065,0.1425254589870666,0.1360222012689284,0.1383810832531339,0.1397113497932769,0.1360222012689284,0.1370790025997641,0.1383810832531339
158,2025-09-13 13:31:00,0.1438002837973684,0.1388363104627181,0.1449909699868378,0.1439254034607645,0.1360222012689284,0.1390509862640065,0.1439254034607645,0.1360222012689284,0.1383810832531339,0.1411112942669748,0.1360222012689284,0.1370790025997641,0.1383810832531339
159,2025-09-20 19:00:00,0.1571675839425129,0.1522036106078626,0.1583582701319823,0.157292703605909,0.1493895014140729,0.152418286409151,0.157292703605909,0.1493895014140729,0.1517483833982784,0.1544785944121193,0.1493895014140729,0.1504463027449086,0.1517483833982784
160,2025-10-10 13:30:00,0.1679438908178167,0.1629799174831664,0.1691345770072861,0.1680690104812128,0.1601658082893767,0.1631945932844548,0.1680690104812128,0.1601658082893767,0.1625246902735821,0.1652549012874231,0.1601658082893767,0.1612226096202124,0.1625246902735821
161,2025-10-12 13:30:00,0.1688351324822191,0.1629799174831664,0.1700258186716886,0.1689602521456153,0.1601658082893767,0.1640858349488572,0.1689602521456153,0.1601658082893767,0.1634159319379846,0.1661461429518256,0.1601658082893767,0.1621138512846149,0.1634159319379846
162,2025-11-07 13:30:00,0.1729331881708886,0.1670779731718359,0.1741238743603581,0.1730583078342848,0.1642638639780462,0.1681838906375267,0.1730583078342848,0.1642638639780462,0.1675139876266541,0.1702441986404951,0.1642638639780462,0.1662119069732844,0.1675139876266541
163,2025-11-13 13:30:00,0.1761923205313317,0.1670779731718359,0.1741238743603581,0.1763174401947279,0.1642638639780462,0.1714430229979698,0.1763174401947279,0.1642638639780462,0.1707731199870972,0.1735033310009381,0.1642638639780462,0.1694710393337274,0.1707731199870972
164,2025-11-15 19:00:00,0.1738363505646929,0.1670779731718359,0.1741238743603581,0.1763174401947279,0.1642638639780462,0.1714430229979698,0.1763174401947279,0.1642638639780462,0.1707731199870972,0.1735033310009381,0.1642638639780462,0.1694710393337274,0.1707731199870972
165,2025-12-05 13:30:00,0.1746312687980797,0.1670779731718359,0.1741238743603581,0.1763174401947279,0.1642638639780462,0.1714430229979698,0.1763174401947279,0.1642638639780462,0.1707731199870972,0.1735033310009381,0.1642638639780462,0.1694710393337274,0.1707731199870972
166,2025-12-12 13:30:00,0.1746312687980797,0.1670779731718359,0.1741238743603581,0.1763174401947279,0.1642638639780462,0.1714430229979698,0.1763174401947279,0.1642638639780462,0.1707731199870972,0.1735033310009381,0.1642638639780462,0.1694710393337274,0.1707731199870972
167,2025-12-16 19:00:00,0.179192287158606,0.1716389915323622,0.1786848927208844,0.1808784585552542,0.1688248823385725,0.1760040413584961,0.1808784585552542,0.1688248823385725,0.1753341383476235,0.1780643493614644,0.1688248823385725,0.1740320576942537,0.1753341383476235
